Correction Precision: 0.07666459482557539, Recall: 0.729844674556078, F1-Score: 0.13875413046143328
Correction Precision: 0.08979062767756905, Recall: 0.7544766475907781, F1-Score: 0.16048219245136672
Correction Precision: 0.10192293631644118, Recall: 0.7727272727271299, F1-Score: 0.1800917251348311
Correction Precision: 0.11395112560825321, Recall: 0.7859118569056267, F1-Score: 0.19904261507360302
Correction Precision: 0.126768450837063, Recall: 0.7950092421440305, F1-Score: 0.21866897124072388
Correction Precision: 0.13936375321336314, Recall: 0.802702202479955, F1-Score: 0.23749418149637494
Correction Precision: 0.15223974104625135, Recall: 0.8088017751477794, F1-Score: 0.25624652130691766
Correction Precision: 0.16423043852106006, Recall: 0.8133678948341393, F1-Score: 0.2732814927219945
Correction Precision: 0.17975105759843069, Recall: 0.8160664819943091, F1-Score: 0.2946098200314774
Correction Precision: 0.19391434350539996, Recall: 0.8165154600998302, F1-Score: 0.3133994240582174
Correction Precision: 0.20870137192256114, Recall: 0.8210720887244323, F1-Score: 0.3328088705841085
Correction Precision: 0.23079317321158735, Recall: 0.8220620842570543, F1-Score: 0.3604034181841296
Correction Precision: 0.250309162450801, Recall: 0.822953243392936, F1-Score: 0.38386276417831844
Correction Precision: 0.2649648934904043, Recall: 0.8235620491953349, F1-Score: 0.40093638823290406
Correction Precision: 0.2848558460653145, Recall: 0.8236598890941176, F1-Score: 0.42331259164772583
Correction Precision: 0.3037430967477805, Recall: 0.8237795857986642, F1-Score: 0.44383561604467403
Correction Precision: 0.3267508442225571, Recall: 0.8234967622570168, F1-Score: 0.46786145962368536

